,rating,ulasan,label
79,5/5,"Hotelnya dekat banget sama Malioboro, hotel baru, fasilitas bagus, tambah keren lagi kalau ada gym, toiletnya mending pakai toilet spray manual, makanannya enak, overall oke, sesuai harga",Positif
80,4/5,"Hotel terbaik di Malioboro, namun aksesnya agak sulit untuk kendaraan di hari besar karena macet",Positif
81,5/5,"Akomodasi yang bagus, keramahtamahan yang luar biasa, terutama Tuan Ali, dia sangat berbakat dan bersemangat dengan pekerjaannya, menyajikan makan malam yang lezat dan menyenangkan",Positif
82,5/5,Hotel di pusat kota belanja Jogja.. Tepatnya di sebelah Malioboro Plaza dekat tempat bersejarah seperti Keraton dan Beteng Vandenberg,Positif
83,5/5,"Pertama kali menginap disini, lokasi hotel sangat strategis di Malioboro dan bersebelahan dengan Malioboro Plaza. Kamarnya cukup luas dan bersih. Saya pesan kamar keluarga yang terdiri dari 3 single bed yang cukup untuk 3 orang dewasa atau 1 keluarga kecil dan anak-anak. Di ruang keluarga disediakan dispenser air dan ketel air, sehingga Anda bisa minum sepuasnya. Minibarnya juga menyediakan minuman dingin dan makanan ringan gratis di dalamnya. Proses check-innya juga cepat, terletak di lantai 8 hotel ini, bersebelahan dengan kolam renang dan restoran. Sungguh pengalaman menginap yang nyaman dan berkesan di sini. Terima kasih Aveta Hotel Malioboro",Positif
84,4/5,"kamar kelas eksekutif nyaman, sarapan enak, kekurangannya wifi di kamar tidak bisa digunakan padahal di lobi dan restoran kencang",Positif
85,5/5,"Dari segi lokasi, hotel ini sangat strategis karena terletak di kawasan Malioboro tepat di sebelah Malioboro Plaza. Tempat parkir untuk kendaraan roda 4 terbatas namun dapat dibantu oleh valet hotel. 4 (di hotel lain biasanya cm 2 atau 3) bantalnya ada 4, tisu melimpah. Ada kulkas mini, brankas, pengering rambut. Kekurangannya cuma 1, tidak ada kran khusus untuk wudhu. Jadi jika ingin berwudhu, lakukanlah di wastafel",Positif
86,5/5,"Layanan hebat. Sembari menunggu check-in, Anda bisa mengajak anak Anda menonton film di ruang film secara gratis",Positif
87,5/5,"Kamar oke, pelayanan oke.. ada deposit 200 ribu saat check in.. Lokasi oke banget.. keluar lobi langsung ke jalan Malioboro.. ????",Positif
88,5/5,"Lokasi dekat jalan Malioboro, kamarnya luas dan pelayanannya juga terbaik...recomended untuk tempat menginap yang strategis...",Positif
89,5/5,"Bagus, pelayanan cepat, terima kasih.. next time menginap lagi",Positif
90,4/5,Sanggar anak sebaiknya memiliki jadwal sore dan malam dan anak usia 7 tahun biasanya gratis namun berbayar.,Positif
91,5/5,"4 hari 3 malam kami menginap di hotel ini dengan berbagai kenangan indah yang terjadi selama kami berada di Jogja. Keramahan dan pelayanan staf resepsionis yang membantu kami dari check-in hingga check-out di hari terakhir membuat kami serasa raja. Selain itu, kesiagaan petugas housekeeping pun tak kalah bagusnya, membuat kamar kami selalu bersih dan linen diganti setiap hari sesuai permintaan kami, membuat tidur kami semakin nyaman dan nyenyak, apalagi dengan kualitas laundry yang tak kalah bagusnya. Untuk room service, dan di Kala Meeta Bar & Dine in pun tak kalah hebatnya. seluruh staf selalu memberikan pelayanan terbaiknya dengan senyuman tulus dan selalu memberikan pelayanan terbaik. Terima kasih pelayan Mas Ali yang selama kami menginap selalu menyajikan kebutuhan makanan dan minuman yang kami pesan. Untuk Menu Sarapan ada beberapa menu yang perlu disesuaikan baik dari segi rasa maupun variasi dan kombinasinya tapi secara keseluruhan bagi saya OKE. Di akhir review tidak lupa dengan divisi keamanan yang tidak kalah hebatnya dengan departemen lainnya, kewaspadaan dan keramahan selalu diberikan selama kami menginap di Aveta. Dan jika ada kesempatan untuk liburan ke jogja lagi saya yakin kami akan kembali lagi ke hotel ini. Salam untuk seluruh Staf dan Kru Hotel Avetta...sejuta terima kasih dari kami untuk anda...Catatan: Kamar Suite Direkomendasikan untuk keluarga...",Positif
92,5/5,"Sebenarnya nyaman, hanya saja di dekat balkon kamar kami sedang ada renovasi rumah warga, sangat mengganggu bagi saya yang berhijab, jika ingin melepas hijab harus menutup gorden, privasi terganggu. Sisanya baik-baik saja. Sarapannya cukup enak.",Positif
93,4/5,"Dari segi lokasi luar biasa premium karena memang berada di tengah Malioboro. Untuk F&B di resto dari segi penyajian dan rasa okelah.. Kolam renang dan fasilitasnya oke. Untuk liburan hotel ini bagus banget, tapi untuk kegiatan bisnis seperti pertemuan disini mungkin standar pelayanannya perlu lebih ditingkatkan lagi agar mencapai tingkat pelayanan prima. Pelayanan di pos keamanan luar biasa ????? karena mereka sangat ramah dan membantu, pelayanan terbaik sebenarnya ada pada keamanan",Positif
94,5/5,"Enak banget disini, pelayanan ramah, lokasi strategis, top",Positif
95,5/5,hotel bagus nyaman bersih rapi ??????,Positif
96,5/5,"Waktu itu saya kesana saat ada acara donor darah, tempatnya nyaman dan luas, tempat parkirnya juga cukup luas dan terawat karena ada satpamnya, tempat sarapannya juga sangat nyaman dan menyenangkan karena warnanya sangat berwarna dan makanan yang disajikan juga sangat enak.",Positif
97,5/5,"Hotelnya bersih, sarapannya enak, stafnya ramah, lokasinya sangat strategis. Terletak di Jalan Malioboro. Nikmati tinggal di sini.",Positif
98,5/5,"Saya pesan 2 kamar untuk 4 malam, namun saat mau check in disuruh menunggu jam 15.00 WIB, mohon penjelasannya karena biasanya CI diperbolehkan jam 14.00",Negatif
99,5/5,"Pertama kali menginap disini, lokasi oke Pelayanannya juga bagus Lampu terang, kamar bersih Apa pun yang Anda butuhkan, ditangani dengan cepat",Positif
100,5/5,"Pelayanan dari Kak Risa, Silvia dan Ikhsan sangat baik dan ramah",Positif
101,5/5,"Tempatnya strategis. Kemarin saya mendapat kamar dengan tiga tempat tidur tanpa jendela dan tanpa balkon. Namun tidak masalah, karena ruangannya cukup luas. Lokasi strategis, tepat di Jl Malioboro. Lobinya ada di samping, jadi masuk lewat gang. Tapi kalau masuk lewat cafe depan juga bisa. Resepsionisnya ada di lantai 8. Kolam renangnya juga ada di lantai 8, di sebelah resepsionis. Kalau menginap disini jangan pakai sarapan karena lebih baik cari makan di sekitar Malioboro, ada yang lebih seru.",Positif
102,5/5,"- Kamar: Premier Malioboro View cukup bagus. Dapat balkon dan pemandangan Malioboro. Kalau mau yang sempit banget bisa ke kamar nomor 225. - Pelayanan : oke. Petugasnya sopan, cepat dan tanggap. Kemarin AC kamar tidak dingin dan malam harinya langsung diperbaiki dan ditangani. - Makanan: sarapan enak, menu bervariasi. Lihat oke. - Restoran: Nasi goreng spesialnya enak banget. Spaghetti carbonara agak hambar. Harga makanan masih masuk akal, bisa diantar ke kamar dan tidak memakan waktu lama. Sangat atas. - Parkir; Parkir sebenarnya di dalam, drop zone juga di dalam. Cuma pas keluar dari drop harus balik lagi dan alangkah baiknya kalau satpam bantu kasih petunjuk arah. Untung saja saya keluar saat subuh sehingga gang tidak terlalu ramai orang. - Lokasi: Hotel ini terletak di Jalan Malioboro sehingga pada malam hari dapat diakses melalui gang kecil dan berjalan kaki. Apakah ini direkomendasikan? Mungkin ya. Bagi Anda yang merupakan wisatawan dan ingin benar-benar merasakan Malioboro, bisa mencobanya. Tapi kalau mau explore Jogja lain, mungkin bisa cari hotel di luar Jalan Malioboro karena bakalan macet banget dan kemungkinan besar tukang ojek akan ngomel haha.",Positif
103,4/5,"Semuanya sempurna, hanya saja kami tetap disuruh menunggu padahal kami check in jam 4 sore.",Positif
104,5/5,"Kamar: Bersih, cukup luas, perlengkapan mandi lengkap, balkon oke. Pelayanan : Pelayanan bagus, pesan lewat aplikasi agoda. Saya meminta beberapa permintaan khusus, mereka benar-benar diberikan luar biasa... Lokasi: ini adalah nilai tambah dari hotel Aveta. Terletak di tengah Jalan Malioboro yang sangat strategis. ingin pergi ke tempat yang dekat. Kekurangan: akses ke lobi agak ribet karena harus lewat cafe, atau kalau mau lewat pinggir jalan tidak ada petunjuk khusus...",Positif
105,5/5,"Untuk lokasi strategis banget, di pusat kota, keluar hotel langsung di Jl Malioboro, kamar lumayan luas dan wangi, pelayanannya bagus",Positif
106,5/5,Pelayanan dan fasilitasnya sangat memuaskan. Juga sangat ramah Kak Eki,Positif
107,1/5,"Parkir valey lambat, ambil mobil dan disuruh menunggu 1,5, mana yang lebih sulit...",Negatif
108,5/5,"Lokasinya bagus! Jarak jalan kaki dari stasiun kereta, hotelnya tepat di Jalan Malioboro. Kamarnya besar sekali. Kami memiliki fasilitas yang kami perlukan untuk bermalam dengan harga yang sangat bagus, sekitar 40-45 euroSarapan juga sudah termasukKami juga dapat meninggalkan tas kami setelah check out dan membawanya kembali nanti di malam hariStafnya ramah dan membantu",Positif
109,5/5,"Lokasi terbaik dengan pelayanan terbaik, jika Anda ingin bebas keramaian di Malio, maka Hotel ini adalah pilihan yang tepat!",Positif
110,3/5,"Titik+tempat di Malioboro sebelah Malioboro Plaza, banyak penjual makanan enak di depannya. Kamarnya luas tapi kolong mejanya terlihat kotor seperti tetesan kopi yang tidak bisa dihilangkan sehingga tidak enak dipandang. Bantal ada noda kuning. Saya memesan kamar dengan balkon. Meja berdebu untuk ngopi dan teh pun berdebu bahkan gulanya pun sepertinya sudah lama tidak diganti.",Negatif
111,5/5,"Kami baru-baru ini tinggal di hotel fantastis di Jalan Marioboro ini, dan pengalaman kami sungguh menakjubkan. Dari saat kami tiba, kami disambut dengan kehangatan dan efisiensi yang menentukan suasana kunjungan kami. Kamar-kamarnya ramping dan luas, menawarkan perpaduan sempurna antara kenyamanan dan gaya. Tempat tidurnya sangat nyaman, memberi kami malam yang tenang setelah menjelajahi lingkungan sekitar yang ramai. Kolam renang hotel adalah sorotan bagi keluarga kami, bersih, terawat dengan baik, dan tempat yang bagus untuk bersantai dan bersenang-senang bersama. Kamar mandinya modern dan kuat, memastikan semua orang merasa segar setelah seharian bertamasya. Sarapan adalah fitur menonjol lainnya. Setiap pagi, kami menikmati serangkaian pilihan segar dan lezat yang memenuhi setiap selera dan preferensi. Itu adalah cara sempurna untuk memulai hari petualangan kami. Lokasi di Jalan Marioboro sangat bagus. Hal ini menempatkan kami tepat di tengah keramaian, dengan akses mudah ke tempat wisata lokal, toko, dan restoran. Secara keseluruhan, hotel ini melampaui semua harapan kami. Ini adalah pilihan tepat bagi keluarga yang mencari kombinasi kenyamanan, kemudahan, dan kualitas. Kami sudah menantikan kunjungan berikutnya!",Positif
112,5/5,"Asyiknya tidur di hotel Aveta Malioboro, saya sangat suka hotelnya yang langsung depan Malioboro dan tepat di samping mal Malioboro Plaza. Harus menginap di hotel Aveta Malioboro.",Positif
113,4/5,"Hotel ini terletak tepat di Jalan Malioboro, sangat strategis bagi yang ingin merasakan suasana Jogja. Kamarnya bersih dan hampir semuanya memiliki pintu penghubung. Tak perlu bingung memarkir mobil, disediakan vallet karena lahan parkirnya sempit. Secara keseluruhan puas menginap disini",Positif
114,5/5,"Lokasi sangat strategis... hotelnya wangi rempah dimana-mana, bikin segar yang baru datang dari kulon progo...",Positif
115,5/5,"Saya pernah liburan kesini bersama keluarga, hotelnya bersih, kolamnya juga bersih, kamarnya bagus dan luas, tapi view kamarnya biasa saja, makanannya enak, lokasinya bagus, parkirnya sempit tapi satpamnya sigap,",Positif
116,5/5,"Saya ingin berbagi pengalaman saya menginap di Aveta, sudah cukup lama acara Malioboro Run 2023 berlangsung. Lokasinya sangat-sangat strategis di pinggir Jalan Malioboro dan dekat dengan Malioboro Mall, sehingga saya dan keluarga sangat menikmati suasana Malioboro di malam hari dan bisa berbelanja dengan mudah. Awalnya saya sedikit kecewa ketika datang sekitar jam 12.00, saya diberitahu baru bisa masuk kamar jam 14.00 karena kamar sedang dipersiapkan, tapi untung barang yang saya bawa bisa ditinggal di gudang. di resepsionis jadi sangat membantu saya saat mau ke Malioboro Mall sampai harus menunggu untuk check in. Satpamnya sangat membantu saya saat mau parkir, dan disini akses keluar masuknya kurang, hanya harus 1 mobil bergantian. Kamarnya sangat nyaman dan terdapat fasilitas bioskop mini untuk anak-anak. sarapan dengan pilihan makanan yang beragam dan posisi resto paling atas dengan pemandangan Malioboro dan kota Jogja. Tapi secara keseluruhan saya sangat menikmati masa menginap saya di Aveta",Positif
117,5/5,"Pelayanannya ramah, bersih, dekat dengan Malioboro sehingga akses jalan mudah",Positif
118,5/5,"Jangan diam disini, istirahat saja",Negatif
119,5/5,"Nyaman, pelayanan bagus.. terima kasih mbak feby, mas wahyu??",Positif
120,5/5,"Minggu lalu saya menginap di sini, itu sepadan. Pertama lokasinya strategis, dekat hotel banyak kuliner, pelayanannya juga ramah, mantap",Positif
121,5/5,Tempat yang bagus untuk menginap dengan harga bagus dan bernilai uang,Positif
122,4/5,"Pelayanannya ramah dan sangat membantu mbak Risa, mbak Tisa",Positif
123,5/5,"Senang sekali bisa kesini, lain kali akan berkunjung lagi. Lokasi di Jalan Malioboro dengan pelayanan terbaik!!",Positif
124,5/5,"Pelayanannya baik, ramah.. cuma yang kurang area masuk mobilnya agak sempit.. tapi semuanya bagus.. recomended buat daerah pusat jogja",Positif
125,5/5,Hotel yang nyaman. Sarapannya enak. Lokasi strategis dan staf ramah. Awalnya saya ragu untuk memarkir kendaraan saya di hotel karena saya membawa kendaraan sendiri. Ternyata bantuan valet parking-nya cukup baik,Positif
126,4/5,"(+) Letaknya yang strategis memang tidak bisa dipungkiri.. Menu sarapannya variatif (plus nasi hangat).. Kolam renangnya cukup representatif untuk anak-anak.. (-) Parkir hanya dengan valet, tidak ada lobi untuk bersantai",Positif
127,5/5,"hotelnya bagus banget, bersih, nyaman, dekat banget dengan kawasan malioboro jadi tidak jauh untuk cari barang/makanan, pelayanannya oke, bagus banget. Saya sudah menginap di sini untuk kedua kalinya dan tidak mengecewakan",Positif
128,5/5,Keluar dari hotel langsung di Jalan Malioboro Pelayanan yang sangat baik,Positif
129,5/5,"Kamarnya bersih, lorong hotelnya juga bersih & wangi, dan stafnya sangat ramah, diberikan handuk dingin saat sampai di hotel & check in karena cuaca di yogya saat itu sedang panas. Sarapannya oke, tapi saran saya kalau menteganya bisa dalam satu paket (satuan). Karena banyak orang yang mengambil mentega yang tersedia, pisaunya telah mencampurkannya dengan remah roti.",Positif
130,5/5,"Restorannya luas, sejuk dan bersih padahal saya tidak menginap di hotel tapi mengkonsumsinya di restoran. Makanannya enak dan mengenyangkan, dan di depan restoran ada minuman menyegarkan bernama Cinjo yang bikin tenggorokan sejuk. Terima kasih ketika Anda melihat Anda",Positif
131,5/5,"Lokasinya tepat di Jalan Malioboro. Jadi kalau ke Jogja menginaplah di hotel ini, dalam perjalanan bisa langsung berbelanja sambil menikmati keramaian jalan Malioboro. Hotelnya nyaman, pelayanannya bagus, makanannya enak. Hehe, saya datang ke sini saat saya sedang latihan. Oh iya, Avieta menyediakan tempat khusus untuk anda yang ingin mengadakan pertemuan, pelatihan, dll. Harganya sekitar 1,5 jutaan per malam. Wort untuk hotel yang suasana depannya sudah Malioboro.",Positif
132,5/5,"Sama seperti hotel pada umumnya, lurus saja menyusuri Jalan Malioboro",Positif
133,5/5,Rombongan tamu yang menggunakan Hiace Premio Luxury 8 kursi menginap di Aveta Hotel Malioboro,
134,5/5,pelayanan bagus..kalau bisa menu jajanan nya ada pisang goreng dan tempe mendoan,Positif
135,5/5,"Nyaman untuk tidur, yang penting bantalnya enak untuk tidur, tidak terlalu empuk sehingga nyaman di leher. Begitu keluar hotel langsung disambut dengan makanan dan bisa langsung nongkrong karena persisnya di Malioboro. 15 menit jalan kaki dari stasiun Tugu, dekat sekali.",Positif
136,5/5,"Sudah ke 3 kalinya menginap disini, tempatnya strategis dekat Malioboro.. hari pertama menu nasi goreng dan bihun gorengnya biasa saja, tidak ada rasa.. hambar dan di hari ke 2 nasi gorengnya hambar, tidak ada rasa, begitu juga dengan mie gorengnya",Positif
137,1/5,PARKIR TIDAK AMAN. BARANG NARO DI DASHBOARD HILANG... Hadehhh,Negatif
138,5/5,Hotel paling nyaman di Malioboro Kamarnya luas banget padahal yang pesan tipe paling rendah,Positif
139,5/5,Hotel di sekitar pelataran Malioboro. Lokasi sangat strategis. Sayangnya jam 6-9 malam belum bisa masuk hotel karena jalan ditutup. Tidak ada akses jalan alternatif untuk masuk mobil. Jadi sementara parkir di Jalan Mataram. Untuk bf hanya mencakup 2 orang dewasa. Anak-anak dihitung 1/2 harga dewasa.,Positif
140,5/5,"Pelayanan oke, dan baik dari mbak risa, mbak danisa dan mbak silvia",Positif
